size,rm,qm,rl2,ql2,rvar,qvar,rl3,ql3,rtm,qtm,rl4,ql4,rfm,qfm
45,0.259050104,NA,0.64956207,0.328469633,0.692554939,0.5028543,1.276240666,0.110337979,1.649547942,0.350757487,-0.181691493,NA,1.788405885,0.065623486
46,0.259823775,NA,0.590752063,0.461950267,0.648945977,0.699407218,0.836773998,0.285180782,1.560221309,0.362353483,-0.305750252,NA,1.745360107,0.071801292
47,0.260255023,NA,0.573221204,0.4777621,0.637532775,0.668784574,0.870029914,0.291951412,1.402693033,0.44564734,-0.119452175,NA,1.678552201,0.110853057
48,0.259318647,NA,0.568517006,0.434255538,0.637023309,0.721228447,0.854839384,0.30547288,1.45456508,0.443229443,-0.232936133,NA,1.723944186,0.111779646
49,0.257686381,NA,0.486193197,0.52228677,0.573312866,0.766848185,0.776283245,0.295358306,1.439924261,0.416586306,-0.202788342,NA,1.642201738,0.137919837
50,0.259456253,NA,0.696241433,0.333197713,0.701233149,0.690648024,0.926919848,0.249503528,1.491111342,0.418654053,-0.205899126,NA,1.663346424,0.150574585
51,0.264434001,0.121713561,0.5771802,0.428206985,0.633976915,0.667604672,1.016477903,0.230650337,1.491757157,0.428088146,-0.039420618,NA,1.643393576,0.13956272
52,0.268765721,NA,0.615863134,0.40132889,0.64754418,0.65758581,0.491132456,0.483161177,1.267395105,0.559635648,-0.337908293,NA,1.682307136,0.111861413
53,0.271754697,0.120903529,0.56387956,0.433751558,0.61894622,0.665048539,0.622538563,0.317427289,1.340713635,0.487637845,-0.244638455,NA,1.628185058,0.146530464
54,0.27438746,NA,0.561300928,0.420686352,0.621813292,0.724985817,0.500385336,0.371573144,1.385801251,0.489265274,-0.085270267,NA,1.643812726,0.132332149
55,0.27502915,0.120113154,0.62503589,0.310683072,0.647607212,0.650494083,0.741618001,0.229937366,1.392050247,0.503542199,-0.226724795,NA,1.606751491,0.145679354
56,0.275425818,NA,0.499924631,0.434910104,0.575618747,0.754643182,0.597144614,0.363374182,1.292288821,0.564376937,-0.068368272,NA,1.617752836,0.154475948
57,0.274831749,0.1193429,0.585029435,0.376740611,0.630689849,0.64807348,0.519257106,0.424924878,1.252200168,0.535156219,0.0369524,1.353416479,1.55234012,0.185852244
58,0.273735364,NA,0.513981175,0.485535458,0.572586752,0.761000288,0.534883248,0.326115878,1.284769141,0.540865821,-0.190849002,NA,1.56471463,0.168530751
59,0.275110467,0.118592894,0.599019771,0.426469492,0.637040527,0.629402629,1.035707163,0.119119346,1.489361207,0.410774678,-0.101112418,NA,1.568240134,0.164852431
60,0.27883697,NA,0.58411475,0.435111388,0.625729478,0.728011381,1.092979537,0.168669165,1.426694173,0.436397257,-0.168672651,NA,1.510713739,0.21957987
61,0.282091657,NA,0.472460045,0.477093792,0.542782083,0.781331326,0.83954327,0.278319534,1.312214437,0.540082867,-0.160558117,NA,1.566326712,0.184405415
62,0.284370766,NA,0.558191995,0.399336254,0.619987537,0.723147484,0.783483747,0.300113882,1.380369452,0.45481289,-0.214110901,NA,1.514695882,0.19934636
